Acct ,SKU,ASIN,Title,Inventory,Sellers,Rank,Buy Box Price,Lowest Price,My Price,My LowestPrice,My HighestPrice,Match Buybox,Repricer,Laptop Profit Rate,Desktop Profit Rate,EB Cost,10 Days sales
acct 4,lmj-B01M04WWHS-likenew04-05202017,B01M04WWHS,"2016 HP Pavilion x2 Detachable Premium Laptop (10.1 Inch HD IPS Touchscreen, Intel Quad-Core Atom x5-Z8300, 32GB eMMC SSD, 2GB RAM, 802.11ac, Bluetooth, Windows 10)"," 1 Used, Like ",2 sellers,"3,710",$215.00,$185.00, $190.00,190.00,210.00,True,FBA used beating 0.01,-0.11000000000000003,-0.16263157894736846,189.5,0
acct 4,lmj-B01M0OAJHI-newref04-02292017,B01M0OAJHI,"Acer 11.6&quot; HD Display Chromebook (Intel Dual Core Celeron 1.1Ghz CPU, 4GB RAM, 16GB SSD, Intel HD Graphics, Webcam, HDMI, VGA, WIFI, RJ45, 1&quot; Thin, Chrome OS) (Certified Refurbished)", 1 ,11 sellers,"6,018",$169.00,$169.00, $169.00,159.00,189.05,True,Default PC Repricer,0.28911242603550286,0.22994082840236676,100.0,0
acct 4,lmj-B01M0OAJHI-newref04-04062017,B01M0OAJHI,"Acer 11.6&quot; HD Display Chromebook (Intel Dual Core Celeron 1.1Ghz CPU, 4GB RAM, 16GB SSD, Intel HD Graphics, Webcam, HDMI, VGA, WIFI, RJ45, 1&quot; Thin, Chrome OS) (Certified Refurbished)", 1 ,11 sellers,"6,018",$169.00,$169.00, $169.00,169.00,189.05,True,Default PC Repricer,0.28911242603550286,0.22994082840236676,100.0,1
acct 4,lmj-B01M0OAJHI-newref04-05122017,B01M0OAJHI,"Acer 11.6&quot; HD Display Chromebook (Intel Dual Core Celeron 1.1Ghz CPU, 4GB RAM, 16GB SSD, Intel HD Graphics, Webcam, HDMI, VGA, WIFI, RJ45, 1&quot; Thin, Chrome OS) (Certified Refurbished)", 5 ,11 sellers,"6,018",$169.00,$169.00, $169.00,159.00,189.05,True,Default PC Repricer,0.28911242603550286,0.22994082840236676,100.0,0
acct 4,lmj-B01M1EV2OO-newref04-05172017,B01M1EV2OO,"Dell Optiplex 760 Business USFF Desktop Computer, Intel Core 2 Duo E7500 2.93 Ghz CPU, 4GB DDR3 RAM, 80GB HDD, No Optical Drive, Windows 7 Professional (Certified Refurbished)", 1 ,1 seller,"48,106",$199.00,$199.00, $199.00,139.00,199.00,True,Default PC Repricer,0.3872361809045226,0.3369849246231156,100.0,0
acct 4,lmj-B01M29S20S-newref04-04242017,B01M29S20S,"2016 Lenovo Flex 3 15.6&quot; Full HD Convertible Touchscreen Laptop - Intel Core i7-6500U 2.5GHz, 8GB RAM, 1TB HDD, NVIDIA GeForce 940M, 802.11ac, Webcam, USB 3.0, HDMI, Windows 10 (Certified Refurbished)", 1 ,1 seller,"11,095",$539.00,$539.00, $599.00,479.00,599.00,True,Default PC Repricer,0.25719532554257085,0.2405008347245408,399.0,0
acct 4,lmj-B01M29S7E1-newref04-04242017,B06XJ5SRLB,"HP Stream 11 11.6 inch Laptop (Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB Solid State Drive, Windows 10 Home, Violet) (Certified Refurbished)", 2 ,17 sellers,"7,535",$179.00,$179.00, $179.00,159.00,179.00,True,Default PC Repricer,0.23050279329608933,0.17463687150837984,117.0,1
acct 4,lmj-B01M3XFS37-newref04-04172017,B01M3XFS37,"Lenovo Thinkpad T430 Business Laptop Computer (Intel Dual Core i5 Up to 3.3 Ghz Processor, 4GB Memory, 320GB HDD, DVD, Windows 7 Professional) (Certified Refurbishd)", 3 ,10 sellers,"4,759",$249.00,$249.00, $269.00,269.00,339.00,False,Default PC Repricer,0.1872118959107806,0.15003717472118955,192.5,1
acct 4,lmj-B01M738H2Y-newref04-04052017,B01M738H2Y,"Apple MacBook Air MD223LL/A 11.6-Inch Flagship Laptop (1.3GHz Intel Core i5-3317U Dual-Core, 4GB RAM, 64GB SSD, Wi-Fi, Bluetooth 4.0) (Certified Refurbished)", 6 ,1 seller,"22,985",$729.99,$729.99, $729.99,620.00,729.99,True,Default PC Repricer,0.439993150591104,0.42629433279907947,355.0,0
acct 4,lmj-B01M7QZB7I-newref04-06062017,B01M7QZB7I,"HP 19.5&quot; HD+ All-In-One AIO Desktop Computer, Intel Dual Core Celeron J3060 1.6Ghz CPU, 4GB RAM, 500GB HDD, DVD, HDMI, USB 3.0, Webcam, Bluetooth, Windows 10 (Certified Refurbished)", 2 ,9 sellers,"2,880",$302.00,$302.00, $302.00,289.00,349.00,True,Default PC Repricer,0.3651655629139073,0.3320529801324503,163.6,0
acct 4,lmj-B01MAYGO5S-newref04-04172017,B01MAYGO5S,"HP 14&quot; HD Elitebook 8470P Business Laptop Computer, Intel Dual Core i5 2.6Ghz Processor, 4GB Memory, 320GB HDD, DVD, VGA, RJ45, Windows 10 Professional (Certified Refurbished)", 2 ,14 sellers,"21,971",$220.00,$220.00, $250.00,250.00,339.00,False,Default PC Repricer,0.508,0.468,98.0,0
acct 4,lmj-B01MXJJRYP-newref04-05262017,B01MXJJRYP,"HP 22 Inch FHD IPS All-in-One Desktop Computer (AMD Quad Core A6-7310 2.0GHz, 4GB RAM, 1TB HDD, USB 3.0, HDMI, Webcam, Wifi, DVDRW, Bluetooth, Windows 10) (Certified Refurbished)", 1 ,2 sellers,"3,760",$369.00,$369.00, $369.00,329.00,369.00,True,Default PC Repricer,0.7033242999096657,0.6762240289069557,77.33333333333333,0
acct 4,lmj-B01MYZIBCT-likenew04-05192017,B01MYZIBCT,"HP Pavilion 15.6ÂÂ Touchscreen HD SVA (1366x768) Laptop PC, Intel Core i5-7200U 2.5GHz Processor, 12GB DDR4 SDRAM, 1TB HDD, DTS Studio Sound, DVD +/- RW, Windows 10 - Noble Blue"," 1 Used, Like ",2 sellers,"9,759",$537.00,$498.99, $498.99,489.00,509.00,True,FBA used beating 0.01,0.06022285015731773,0.0401823683841359,429.0,0
acct 4,lmj-B01N1SZOQH-newref04-04182017,B01N1SZOQH,"Dell Venue 10 5050 10.1 Inch Tablet Computer with Keyboard, Intel Quad Core Atom-Z3735F 1.33Ghz CPU, 2GB RAM, 16GB SSD, Webcam, Micro HDMI, Intel HD Graphics, Android OS (Certified Refurbishd)", 11 ,5 sellers,"14,540",$179.99,$179.99, $189.00,159.00,179.99,True,Default PC Repricer,0.19925925925925925,0.14634920634920634,130.0,0
acct 4,lmj-B01N2TE54F-NEW04-06072017,B01N2TE54F,"HP 15.6-Inch HD Touchscreen High Performance Laptop, Intel Core i5-7200U 2.5GHz, 12GB DDR4 RAM, 1TB HDD, DVD, HDMI Intel HD Graphics 620, WIFI Webcam, Windows 10, Silver", 10 ,13 sellers,"1,721",$494.00,$493.99, $494.00,490.00,599.00,True,Default PC Repricer,0,0,0,8
acct 4,lmj-B01N41VR5L-likenew04-05192017,B01N41VR5L,"HP 15.6 inch Premium HD Laptop, Latest Intel Core i5-7200U Processor 2.5GHz, 12GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, SuperMulti DVD, WiFi, HD Webcam, Windows 10 -Nobel Blue"," 3 Used, Like ",3 sellers,"2,225",$499.00,$469.87, $469.87,459.00,479.00,True,FBA used beating 0.01,0.11211143507778745,0.09082895268904163,379.0,0
acct 4,lmj-B01N5IGV46-newref04-05192017,B01N5IGV46,"Canon PowerShot SX530 HS 16.0 MP CMOS Digital Camera with 50x Optical Image Stabilized Zoom (24-1200mm), Built-in WiFi, 3-Inch LCD and HD 1080p Video (Black) (Certified Refurbishd)", 3 ,4 sellers,"7,007",$195.00,$195.00, $268.00,208.00,268.00,False,Default PC Repricer,0.3429850746268656,0.3056716417910447,150.0,0
acct 4,lmj-B01N75QWVC-likenew04-05192017,B01N75QWVC,Premium High Performance ASUS 13.3&quot; 2-in-1 Touchscreen Laptop Intel Core i3-5010U Processor 6GB RAM 500GB Hard Drive WIFI HDMI Bluetooth Webcam Windows 10-Black," 1 Used, Like ",2 sellers,"16,751",$429.99,$368.29, $459.00,459.00,479.00,False,FBA used beating 0.01,0.22322440087145964,0.201437908496732,319.0,0
acct 4,lmj-B01N7H64I6-New04-05312017,B01N7H64I6,"HP 15.6&quot; High Performance HD Touchscreen Laptop (7th Gen. Intel Core i5-7200U 2.50 GHz, 12GB DDR4 Memory, 1TB HDD, DVD Burner, HDMI, Bluetooth, DTS Studio Sound, Win 10) - Silver", 1 ,19 sellers,"36,124",$481.95,$481.94, $481.95,479.00,499.00,True,Default PC Repricer,0,0,0,8
acct 4,lmj-B01N7H64I6-likenew04-05312017,B01N7H64I6,"HP 15.6&quot; High Performance HD Touchscreen Laptop (7th Gen. Intel Core i5-7200U 2.50 GHz, 12GB DDR4 Memory, 1TB HDD, DVD Burner, HDMI, Bluetooth, DTS Studio Sound, Win 10) - Silver"," 1 Used, Like ",2 sellers,"8,441",$482.26,$488.88,,479.00,499.00,True,Default PC Repricer,0,0,0,0
acct 4,lmj-B01NCNRYIV-newref04-05192017,B01NCNRYIV,"HP 15.6 Inch Premium Flagship Touchscreen Laptop Computer (AMD Quad-Core A10-9600P up to 3.3GHz, 6GB RAM, 1TB Hard Drive, DVDRW, HD Webcam, Windows 10 Home) (Certified Refurbishd)", 3 ,13 sellers,"4,513",$309.00,$309.00, $309.00,309.00,369.00,True,FBA used beating 0.01,0.05542610571736785,0.023063646170442282,263.3333333333333,0
acct 4,lmj-B06XMYSGNX -new01-08062017,B06XMYSGNX,"HP 15.6&quot; HD Touchscreen Flagship Laptop Computer, AMD Quad-Core A10-9600P 2.40GHz APU, 8GB DDR3 RAM, 1TB HDD, DVDRW, USB 3.0, HDMI, HD Webcam, WIFI, Windows 10 (Certified Refurbished)", 1 ,6 sellers,"7,409",$379.00,$379.00, $379.00,349.00,389.00,True,Default PC Repricer,0.3450131926121372,0.3186279683377308,215.5,0
acct 4,pie face-B010F029Y4-04-062317,B010F029Y4,Hasbro Pie Face Game, 502 ,40 sellers,100,$11.99,$11.99, $19.00,19.00,29.00,False,vic toys,0,0,0,0
acct 5,060816 HP Omen i7 16G 512SSD,B01GRL1KQ8,2016 Newest HP Omen Pro Flagship Workstation 15.6&quot; Full HD Touchscreen Laptop..., 1 ,5 sellers,"3,934","$1,029.00","$1,029.00"," $1,065.02",1029.00,1100.00,True,fba match fba above fbm 3%,-0.008338998328669918,-0.017728493361627046,1000.0,0
acct 5,0X-KDB0-YDCY,B00I4VTUQW,"Googly Eyes Game Â Family Drawing Game with Crazy, Vision-Altering Glasses", 1 ,39 sellers,"1,150",$12.89,$12.89, $22.64,22.00,45.00,False,Default PC Repricer,-0.07590106007067134,-0.5175971731448763,13.0,0
acct 5,16055-B01MUAGZ49-05-041317,B01MUAGZ49,Nintendo Switch with Neon Blue and Neon Red Joy-Con [Nintendo Switch], 3 ,255 sellers,24,$418.48,$390.99, $489.00,429.00,489.00,False,Default PC Repricer,0.30605316973415125,0.28560327198364,300.0,0
acct 5,2A-YNP0-QSTW,B01ASVCZ6W,Fisher-Price Imaginext DC Super Friends Super Hero Flight City, 1 ,16 sellers,"6,702",$49.00,$48.67, $75.73,55.00,193.00,False,Default PC Repricer,0.18996698798362607,0.05791892248778558,46.8,0
acct 5,4L-1CFI-6X4U,B01C49MHQY,PokÃ©mon Clip 'N' Carry PokÃ© Ball Belt, 3090 ,52 sellers,"3,926",$18.50,$17.60, $35.00,18.00,35.00,True,vic toys,0.05428571428571424,-0.23142857142857146,21.0,24
acct 5,4P-N9HQ-HDTG,B00A2HD40E,Pandemic Board Game, 346 ,56 sellers,34,$19.90,$19.90, $20.00,20.00,35.00,False,vic toys,0,0,0,315
acct 5,6G-IWQZ-TYS7,B01KITM9F6,Pokemon Throw 'n' Pop Pokeball Pikachu &amp; Poke Ball / Cubone &amp; Repeat Ball Fig..., 917 ,15 sellers,"11,912",$20.99,$20.99, $21.00,21.00,27.00,False,vic toys,0,0,0,1
acct 5,B000WO7Y12-05-040817,B000WO7Y12,LEGO Duplo Basic Bricks (80 Pcs.) (Discontinued by manufacturer), 405 ,5 sellers,"6,056",$39.35,$39.35, $42.99,33.00,42.99,True,vic toys,0,0,0,27
acct 5,B009E1SIA0-101xialiu-170130064602-New,B01DSJKU7W,"Dell Optiplex 780 SFF Desktop Business Computer PC (Intel Dual-Core Processor up to 3.0GHz, 8GB DDR3 Memory, 1TB HDD, DVD ROM, Windows Professional) (Certified Refurbishd)", 7 ,13 sellers,"2,152",$148.99,$148.99, $249.00,189.00,249.00,False,Default PC Repricer,0.2974297188755019,0.2572690763052208,150.0,0
acct 5,B00AR76F8M-101xialiu-170130062337-New,B00AR76F8M,"HP Elite 8000 High Performance Small Form Factor Business Desktop Computer, I...", 1 ,4 sellers,"16,349",$189.00,$188.99, $239.00,169.00,239.00,True,Default PC Repricer,0.2705439330543933,0.22870292887029287,150.0,0
acct 5,B00AR76F8M-7083-11A-091316,B00AR76F8M,"HP Elite 8000 High Performance Small Form Factor Business Desktop Computer, I...", 1 ,4 sellers,"16,349",$189.00,$188.99, $189.00,179.00,189.00,True,Default PC Repricer,0.09343915343915342,0.04052910052910051,150.0,0
acct 5,B00HZ4F3Z6-xialiu-05-verygood-030117,B00HZ4F3Z6,"Acer Aspire S7-392-9439 13.3-inch WQHD Touchscreen Ultrabook, i7-4500U Proces..."," 1 Used, Very Good",5 sellers,"10,437",$809.00,$709.00, $709.00,689.00,709.00,True,FBA used beating 0.01,0,0,0,0
acct 5,B00IAUJF6W-101xialiu-170227230530-New,B00IAUJF6W,Dell XPS 15-8949sLV 15.6-Inch Touchscreen Laptop [Discontinued By Manufacturer], 3 ,6 sellers,"12,772",$858.90,"$1,549.22"," $2,229.00",2159.00,2229.00,False,Default PC Repricer,0,0,0,0
acct 5,B00OIQCK8W-101xialiu-170301003612-New,B00OIQCK8W,2016 Newest Generation Dell Inspiron 7000 15.6&quot; 2-in-1 Convertible Premium Hi..., 2 ,2 sellers,"112,881",$619.00,$619.00, $619.00,549.00,619.00,True,Default PC Repricer,0.11609046849757676,0.09993537964458807,500.0,0
acct 5,B00OIQCK8W-xialiu-05-likenew-030117,B00OIQCK8W,2016 Newest Generation Dell Inspiron 7000 15.6&quot; 2-in-1 Convertible Premium Hi...," 1 Used, Like ",3 sellers,"146,864",$619.00,$508.68, $509.00,509.00,529.00,True,FBA used beating 0.01,-0.06196463654223973,-0.08161100196463658,500.0,0
acct 5,B00TZFP0J2-xialiu-05-likenew-030117,B00TZFP0J2,2015 Newest Model Dell Inspiron 15 3000 Series Laptop Computer - 15.6&quot; HD (13...," 2 Used, Like ",2 sellers,"50,845",$0.00,$505.99, $509.00,509.00,529.00,False,FBA used beating 0.01,0,0,0,0
acct 5,B00W3FQ3RO-101xialiu-170222065417-New,B00W3FQ3RO,"Dell XPS13 Touchscreen Ultrabook - 13.3&quot; QHD+ (3200 x 1800) Touchscreen, 5th ...", 1 ,1 seller,"19,955",$979.00,$979.00, $979.00,909.00,979.00,True,Default PC Repricer,0,0,0,0
acct 5,B00WNLID12-12563-05-011217,B01N6IW0W8,Nintendo Wii U Console 32GB (Black) - (Certified Refurbished) [video game], 2 ,5 sellers,"1,619",$0.00,$284.48, $319.99,269.00,369.00,False,Default PC Repricer,0,0,0,0
acct 5,B011JARDUY-101xialiu-170203060322-New,B011JARDUY,"HP Chromebook 14 Snow White with NVIDIA Tegra K1 processor , 2GB RAM, 16GB SD...", 10 ,2 sellers,"16,619",$220.00,$220.00, $220.00,210.00,220.00,True,Default PC Repricer,0,0,0,0
acct 5,B011JBHFV0-101xialiu-170301044205-New,B011JBHFV0,"HP 14-Inch Chromebook (NVIDIA Tegra K1 Processor, 2GB RAM, 16GB SDD, Chrome O...", 2 ,1 seller,,$239.00,$239.00, $239.00,169.00,239.00,True,Default PC Repricer,0,0,0,0
acct 5,B013K7B17K-xialiu-05-verygood-022817,B013K7B17K,HP 110-243W AMD A4-5000 X4 1.5GHz 8GB 1TB DVD+/-RW 21.5'' Win8.1 (Black)," 1 Used, Very Good",2 sellers,"83,290",$0.00,$289.00," $1,439.00",1439.00,1459.00,False,FBA used beating 0.01,0,0,0,0
acct 5,B014591ZB4-101xialiu-170228021334-New,B014591ZB4,Dell Inspiron 15 5000 15-5558 15.6&quot; (TrueLife) Notebook - Intel Core i3 i3-50..., 1 ,1 seller,"61,225",$399.00,$399.00, $399.00,329.00,399.00,True,Default PC Repricer,0,0,0,0
acct 5,B015CQ8PNA-xialiu-05-likenew-030117,B015CQ8PNA,"HP Stream 13.3-Inch Laptop (Intel Celeron, 2 GB RAM, 32 GB SSD, Cobalt Blue)"," 7 Used, Like ",13 sellers,"2,062",$218.96,$137.30, $169.00,169.00,189.00,True,FBA used beating 0.01,-0.30260355029585806,-0.3617751479289942,200.0,0
acct 5,B01BLXSLRS-101xialiu-170228031750-New,B01BLXSLRS,"2016 HP Desktop Computer (AMD Quad-Core A4-5000 Processor, 8GB DDR3 RAM, 1TB ...", 2 ,3 sellers,"20,963",$0.00,$449.99," $1,742.00",1672.00,1742.00,False,Default PC Repricer,0,0,0,0
acct 5,B01BYBV4YO-9790-11A5#-112916,B01BYBV4YO,DreamWorks Trolls Poppy's Stylin' Pod, 2 ,39 sellers,"6,906",$14.50,$14.49, $24.00,23.00,69.00,False,Default PC Repricer,0.13583333333333325,-0.28083333333333343,9.3,0
acct 5,B01BYBV54I-9785-11A-112716,B01BYBV54I,DreamWorks Trolls Hug Time Poppy, 2 ,38 sellers,"3,619",$39.99,$39.99, $99.00,57.00,99.00,False,Default PC Repricer,0.5208080808080807,0.41979797979797967,31.5,0
acct 5,B01C809ILQ-101xialiu-170301080918-New,B01C809ILQ,HP Slimline 450-A114 Desktop Intel Celeron J1800 2.41GHz 4GB 500GB WiFi Win10Pro, 3 ,1 seller,"65,601",$449.00,$449.00, $449.00,379.00,449.00,True,Default PC Repricer,0,0,0,0
acct 5,B01CT5T0C2-xialiu-05-likenew-030117,B01CT5T0C2,"2016 Newest Lenovo G70 17.3&quot; Premium High Performance Laptop PC, 17.3 inch HD..."," 1 Used, Like ",2 sellers,"25,249",$459.00,$329.00, $329.00,329.00,349.00,True,FBA used beating 0.01,0,0,0,0
acct 5,B01CVGVB6W-7868-11A-110516,B01CVGVB6W,LEGO STAR WARS TIE Striker 75154, 4 ,77 sellers,"1,909",$48.99,$48.99, $69.00,69.00,165.00,False,Default PC Repricer,0.08492753623188405,-0.06000000000000001,49.0,0
acct 5,B01DOJ805K-101xialiu-170222070441-New,B01DOJ805K,"2016 HP Slim Business 6305 Prodesk Desktop (AMD Dual-Core CPU up to 3.6GHz, 8...", 2 ,13 sellers,"4,376",$175.00,$175.00, $175.00,169.00,249.00,True,Default PC Repricer,0.06857142857142857,0.011428571428571429,142.5,0
acct 5,B01DQ0TFH4-101xialiu-170116040752-New,B01DQ0TFH4,"2016 HP 15.6 Laptop PC with Intel Quad Core 2.4GHz CPU, 4GB RAM, 500GB HDD, D...", 1 ,3 sellers,"36,877",$0.00,$299.00, $399.00,329.00,399.00,False,Default PC Repricer,0.4161904761904762,0.3911278195488722,199.0,0
acct 5,B01EBC0JI0-5630-11A05-120316,B06XCVBZWS,"Acer Chromebook 15.6-inch Laptop (Intel Dual-Core 2.41GHz Processor, 2GB RAM,...", 14 ,8 sellers,"14,465",$199.00,$199.00, $199.00,159.00,249.00,True,Default PC Repricer,0,0,0,0
acct 5,B01EIOGGGA-101xialiu-170122182218-New,B01EIOGGGA,"2016 HP Chromebook 11.6-inch Laptop, Samsung Dual-Core Processor 1.7GHz, 2GB ...", 5 ,6 sellers,"3,110",$139.99,$139.99, $314.00,194.00,314.00,False,Default PC Repricer,0,0,0,0
acct 5,B01EIOGGGA-101xialiu-170205074933-New,B01EIOGGGA,"2016 HP Chromebook 11.6-inch Laptop, Samsung Dual-Core Processor 1.7GHz, 2GB ...", 2 ,6 sellers,"3,110",$139.99,$139.99, $314.00,194.00,314.00,False,Default PC Repricer,0,0,0,0
acct 5,B01FIVBDTM-xialiu-05-likenew-030117,B01FIVBDTM,Dell Inspiron 15 Pro Flagship Purple Edition 15.6-Inch Laptop (AMD Quad-Core ...," 2 Used, Like ",4 sellers,"147,149",$0.00,$339.94, $339.94,326.00,346.00,False,FBA used beating 0.01,-0.05723480614226049,-0.0866517620756605,329.0,0
acct 5,B01FRGXWWY-101xialiu-170130065835-New,B01FRGXWWY,"HP Elite Business Desktop (Intel Quad-Core i5 up to 3.2 GHz Processor, 16GB D...", 4 ,4 sellers,"29,518",$349.00,$349.00, $349.00,299.00,349.00,True,Default PC Repricer,0.05174785100286534,0.023094555873925508,300.0,0
acct 5,B01FZX2Z0O-101xialiu-170116031542-New,B01FZX2Z0O,"2016 HP Pavilion Slimline 400 Desktop Computer (AMD E-Series E1-2500, 4GB RAM...", 2 ,5 sellers,"17,077",$0.00,$229.00, $229.00,159.00,229.00,False,Default PC Repricer,0.3504803493449781,0.3068122270742358,125.0,0
acct 5,B01G645VJ8-101xialiu-170228224219-New,B01G645VJ8,Asus 17 17.3-Inch Laptop with Backlight Display (Intel Core i5-5200U Processo..., 2 ,2 sellers,"53,991",$679.00,$679.00, $679.00,609.00,679.00,True,Default PC Repricer,0,0,0,0
acct 5,B01G645VJ8-xialiu-05-likenew-030117,B01G645VJ8,Asus 17 17.3-Inch Laptop with Backlight Display (Intel Core i5-5200U Processo...," 2 Used, Like ",2 sellers,"34,935",$679.00,$386.25, $399.00,399.00,419.00,True,FBA used beating 0.01,0,0,0,0
acct 5,B01G965GA2-101xialiu-170116010837-New,B01DSJKU7W,"Dell Optiplex 780 SFF Desktop Business Computer PC (Intel Dual-Core Processor up to 3.0GHz, 8GB DDR3 Memory, 1TB HDD, DVD ROM, Windows Professional) (Certified Refurbishd)", 7 ,13 sellers,"2,152",$148.99,$148.99, $249.00,189.00,249.00,False,Default PC Repricer,0.2974297188755019,0.2572690763052208,150.0,0
acct 5,B01GEELEAU-101xialiu-170130230026-New,B01GEELEAU,"2016 HP Pavilion x2 Detachable Laptop, 10.1&quot; HD IPS Touchscreen, Intel Atom x...", 6 ,2 sellers,"27,070",$0.00,$379.00, $379.00,367.00,457.00,False,Default PC Repricer,0.38195250659630603,0.3555672823218997,201.5,0
acct 5,B01GEKXPOW-101xialiu-170130230223-New,B01GEKXPOW,"2016 Newest HP Desktop Computer Pro 6005 (AMD Dual-Core Processor 3.0 GHz, 8 ...", 8 ,5 sellers,"27,431",$179.00,$175.00, $179.00,179.00,190.29,True,Default PC Repricer,0,0,0,0
acct 5,B01GMETSGE-11363-11A05-112916,B01N4CXYWO,"2016 Newest Asus Flip 2-in-1 15.6&quot; Flagship Touchscreen Convertible Laptop, I...", 2 ,11 sellers,"6,702",$748.88,$748.88, $748.88,729.00,787.17,True,Default PC Repricer,0.19355197094327523,0.18019869672043579,549.0,4
acct 5,B01GW3H3U8-12149-11A05noupc-121716,B01GW3H3U8,Xbox Wireless Controller - White [Xbox One], 2 ,152 sellers,13,$43.99,$43.96, $69.00,49.00,69.00,False,Default PC Repricer,0.7805797101449276,0.6356521739130435,1.0,0
acct 5,B01H9Z1GJC-101xialiu-170130061858-New,B01H9Z1GJC,Dell Latitude D620 14.1 Inch Business Laptop (Intel Core 2 Duo Dual-Core 1.66..., 1 ,1 seller,"19,774",$249.00,$249.00, $249.00,179.00,249.00,True,Default PC Repricer,0,0,0,0
acct 5,B01HH0NTDA-7340-11A-092916,B01HH0NTDA,Hasbro Speak Out Game, 2693 ,255 sellers,169,$10.90,$10.90, $23.00,23.00,30.00,False,vic toys,-0.36434782608695665,-0.7991304347826088,20.0,0
acct 5,B01HNSL31Q-8835-11A-110416,B01HNSL31Q,"Osmo Creative Set for Monster, Newton &amp; Masterpiece", 26 ,4 sellers,358,$49.99,$49.99, $100.00,79.00,100.00,False,Default PC Repricer,0.34,0.24,50.0,0
acct 5,B01IHINSB4-xialiu-05-likenew-030117,B01IHINSB4,Newest HP Pavilion Red 15.6&quot; HD Touchscreen Laptop (AMD A6 Quad Core up to 2....," 3 Used, Like ",2 sellers,"37,595",$499.00,$469.00, $469.00,449.00,469.00,True,FBA used beating 0.01,0,0,0,0
acct 5,B01ISKSLV8-032317-05,B01ISKSLV8,Fantastic Gymnastics Game, 1235 ,71 sellers,"1,006",$15.00,$14.99, $16.50,16.50,33.00,False,vic toys beating Amazon,0,0,0,2
acct 5,B01J9IIXM0-101xialiu-170213033730-New,B01J9IIXM0,Lenovo Yoga 700 14-Inch HD Touchscreen 2 in 1 Laptop (Intel Dual Core i5 up t..., 2 ,2 sellers,"19,593",$761.00,$761.00, $761.00,691.00,761.00,True,Default PC Repricer,0.335532194480946,0.3223915900131405,450.0,0
acct 5,B01JV6MZLU-2723-11A-081716,B06X9P3PM6,"HP Red 15.6&quot; HD Display Laptop (Intel Quad Core up to 2.66GHz Processor, 4GB ...", 13 ,6 sellers,984,$249.00,$245.00, $249.00,249.00,299.00,True,Default PC Repricer,0.22112449799196776,0.18096385542168664,169.0,7
acct 5,B01L2QKWIK-7816-11A05-120316,B01L2QKWIK,"Lenovo Thinkcentre M77 Small Form Factor Desktop, AMD Athlon II X2 220 2.8GHz...", 18 ,3 sellers,"13,477",$189.00,$189.00, $189.00,179.00,189.00,True,Default PC Repricer,0.30507936507936506,0.25216931216931215,110.0,1
acct 5,B01LK57LVY-5170-11A-102316,B01LK57LVY,"Lenovo ThinkCentre Business Desktop Computer (Intel Core 2 Duo, 8GB RAM, 2TB ...", 36 ,9 sellers,"15,017",$195.00,$194.99, $195.00,189.00,249.00,True,Default PC Repricer,0.07846153846153837,0.02717948717948709,158.0,0
acct 5,B01LOSQWBC-101xialiu-170203074355-New,B01LOSQWBC,"2016 Dell Optiplex 390 Business High Performance Desktop Computer PC (Intel Quad-Core i5-2400 up to 3.4GHz, 8GB DDR3, 1TB HDD, HDMI, DVD, Windows 7 Pro 64-bit) (Certified Refurbished)", 5 ,9 sellers,"4,862",$235.55,$235.55, $399.00,349.00,399.00,False,Default PC Repricer,0.4629741019214703,0.4379114452798663,180.33333333333334,1
acct 5,B01LXZILEM-15642-05-042817,B01LXZILEM,"2016 NEW Signature Edition Lenovo 15.6&quot; High Performance Business and Gaming Laptop PC, Quad-Core AMD FX-7500 APU up to 3.30 GHz, 16GB DDR3, 1TB HDD, AMD Radeon R7, DVDRW, WLAN, Bluetooth, Windows 10", 21 ,24 sellers,"1,750",$479.99,$479.99, $479.99,469.00,537.00,True,Default PC Repricer,0.2597774953644867,0.23894372799433314,316.5,1
acct 5,B01LZIP7LF-5170-11A-102316,B01LZIP7LF,"2016 Lenovo ThinkCentre M58 High Performance Desktop Computer, Intel Core 2 D...", 7 ,8 sellers,"4,149",$186.99,$186.99, $284.70,209.16,289.00,False,Default PC Repricer,0.34990516332982086,0.3147804706708816,158.0,0
acct 5,B01M4OQLKA-9831-11A05-121016,B01M4OQLKA,"2016 Newest HP 15.6&quot; HD Flagship Laptop PC, Intel i7-6500U 2.5GHz, 12GB RMA, ...", 16 ,7 sellers,"22,315",$615.00,$607.82, $615.00,609.00,699.00,True,Default PC Repricer,0.11235772357723581,0.0960975609756098,499.0,0
acct 5,B01M648VHI-101xialiu-05-likenew-031417,B01M648VHI,"ASUS 14&quot; HD EeeBook Laptop Computer PC, Intel Dual Core Celeron N3060 Up to 2.48Ghz Processor, 4GB Memory, 32GB eMMC Flash HDD, Bluetooth, WIFI, USB 3.0, VGA, HDMI, Webcam, Windows 10 Home, Dark Blue"," 3 Used, Like ",0 sellers,"25,657",$209.03,$209.03, $209.03,189.00,209.03,True,FBA used beating 0.01,0.08366358895852259,0.03582356599531157,169.0,0
